environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score
staging,0.6685338342456508,1,2,0,0.5466071464512975,2,0.5
prod,0.14208611728088416,0,2,0,0.813610630462732,1,0.5
prod,0.6444043349950278,0,1,1,0.4261554829785952,9,0.5
staging,0.5018632788274803,1,3,0,0.2187977036845682,8,0.5
dev,0.7460035083266309,1,2,0,0.7980223134313305,5,0.5
staging,0.10893443938723288,0,2,0,0.3474563161736346,8,0.5
prod,0.6217025216088283,0,3,0,0.13025806600872103,6,0.5
prod,0.16921896230274303,1,3,1,0.11458328133876738,7,0.5
dev,0.9401137805295365,1,3,1,0.12008399330231256,5,0.5
staging,0.7561152070812757,1,2,1,0.52591804337387,8,0.5
prod,0.19457971654413075,1,3,0,0.17676848869227668,3,0.9
prod,0.6332995144127699,1,3,1,0.3024428340927273,8,0.5
prod,0.38839425473784206,0,3,0,0.2115728694046558,6,0.5
prod,0.6209060016367245,0,1,1,0.10532327785173123,4,0.5
dev,0.22157649170800742,1,3,1,0.9148436866676574,5,0.5
staging,0.3367451783798018,1,3,0,0.821850881879803,9,0.5
dev,0.5177098795039611,1,1,1,0.2721697859737363,8,0.5
dev,0.8033955148920948,1,3,0,0.7959116081045037,9,0.5
staging,0.9468128660718257,0,3,0,0.17420579934065739,6,0.5
prod,0.8661340128228798,0,2,1,0.9484308602454796,2,0.5
prod,0.7444511228582349,1,1,0,0.07419478205866226,2,0.5
dev,0.21495643997600922,1,3,1,0.01629171088874748,5,0.5
dev,0.14448322342923708,0,3,0,0.635127850491078,3,0.5
staging,0.28895573289287807,0,1,0,0.7757279505437062,3,0.5
prod,0.5530215147309407,0,2,0,0.46336139423913136,2,0.9
staging,0.6505292067119326,0,3,0,0.46128096280773145,7,0.5
dev,0.12679362782568532,1,1,1,0.1843193450853805,2,0.5
dev,0.6427572027068394,0,2,1,0.9627478147384582,2,0.5
prod,0.1154660439231794,1,1,1,0.06705847918588437,8,0.5
prod,0.3997842232908684,1,2,1,0.2139925856426933,7,0.5
prod,0.18276296094521433,1,1,0,0.7650642034903351,7,0.9
dev,0.8848908749542993,0,2,0,0.601141245283166,1,0.5
dev,0.9754202136390178,1,1,0,0.7684088923118735,8,0.5
dev,0.24781452269609605,1,3,1,0.3866690908204491,9,0.9
staging,0.6401862914742233,0,1,1,0.8770816912576338,8,0.5
prod,0.7705195184159292,1,1,0,0.5166085570440112,2,0.5
prod,0.9835923038372115,1,2,0,0.015062959484501426,9,0.5
dev,0.14265707196997338,1,1,1,0.4773024829154383,5,0.5
dev,0.8189105235441866,0,2,1,0.8193648374462992,0,0.5
prod,0.17219915829256513,0,2,0,0.8587105189152553,5,0.9
prod,0.32092595856565953,0,2,1,0.6402200141855273,2,0.5
dev,0.1928353939493568,1,2,1,0.6697270991691633,4,0.5
prod,0.9970792838291437,1,3,1,0.750259075875583,6,0.5
dev,0.8313980077727647,0,3,0,0.8904105058583558,2,0.5
prod,0.11152477032777643,0,2,0,0.9447611324175758,5,0.5
staging,0.2697964343693846,0,3,0,0.9888374261039705,3,0.5
dev,0.10145483409563799,1,1,1,0.5739230460814801,0,0.5
dev,0.30634916920466104,0,3,0,0.40039390008320574,0,0.5
dev,0.7100980391824726,0,1,1,0.08430365946971297,0,0.5
staging,0.9356426875023531,0,2,1,0.5028558572271516,1,0.5
staging,0.7154567984645452,1,1,1,0.12866317479077616,8,0.5
staging,0.9933394656087092,0,2,0,0.3446676447994773,8,0.9
dev,0.8679409581507564,1,1,0,0.9705473381832813,9,0.5
dev,0.9527407478307098,0,3,1,0.5501313370455266,4,0.5
prod,0.48743312238101344,0,3,1,0.7652134988170048,5,0.5
dev,0.9917918307743128,1,2,0,0.24147119938765094,9,0.5
prod,0.9565447444720082,1,3,0,0.8198324827315449,1,0.5
dev,0.7274981521476895,0,3,0,0.9652821679658763,2,0.5
staging,0.7394503998743365,0,1,0,0.8808879684206987,9,0.5
dev,0.40949805424702557,0,2,1,0.9308665885474463,2,0.5
dev,0.21695780479166774,1,3,0,0.40634056429718657,8,0.5
prod,0.19876672810996768,0,1,0,0.9169181307693508,3,0.5
prod,0.5680772944076644,0,2,0,0.4277882997153256,8,0.5
prod,0.2943575188242147,1,1,1,0.6725228797565904,0,0.5
staging,0.5128250802029894,1,2,0,0.8839210804918671,7,0.5
staging,0.6513885498594405,1,3,1,0.5469109073586006,9,0.5
staging,0.8709073422141067,0,2,1,0.19544558984884508,1,0.5
prod,0.4031347311614364,1,2,0,0.42848375559806284,3,0.9
prod,0.9979179146509822,1,1,0,0.36260266550458675,7,0.5
staging,0.408064384281405,1,1,0,0.9038954568250153,7,0.5
prod,0.46513744135021007,1,1,1,0.0976877840252961,3,0.5
dev,0.1372373940703283,1,1,1,0.7106625966863861,0,0.5
staging,0.342617709231225,0,3,0,0.30802967617719856,0,0.5
prod,0.9532359633743792,0,2,0,0.73139889364785,4,0.5
dev,0.26972282679598525,0,3,0,0.3094597800383321,0,0.5
prod,0.39688915467951236,1,3,0,0.8930278534157857,1,0.5
prod,0.557222878849466,0,1,0,0.07832440317165923,4,0.5
prod,0.8011583445720024,0,3,0,0.9977731718576115,8,0.5
dev,0.5444873392233377,1,1,0,0.0316944491398502,2,0.5
dev,0.1481342939364035,1,2,0,0.4547731798053567,9,0.5
staging,0.9773859436734345,1,1,0,0.0832762491542186,4,0.5
prod,0.13830907978847082,0,2,0,0.26644841801833175,8,0.5
dev,0.8473596942224746,0,2,1,0.6947375031826697,6,0.5
dev,0.6763305206694599,1,1,1,0.5213583315336079,6,0.5
prod,0.6946533336564396,0,1,0,0.37434048040288526,9,0.5
staging,0.6877124492005969,1,1,0,0.5189346303170388,5,0.5
dev,0.2405195869219079,0,2,0,0.5038513201369232,2,0.5
staging,0.37738753188282614,1,2,1,0.8770865935733023,0,0.5
dev,0.28363033083434996,1,3,1,0.17481864061947094,3,0.9
dev,0.6287488691588666,1,3,1,0.565564081426794,2,0.5
dev,0.3533147989468748,1,1,1,0.17092363340116112,6,0.9
staging,0.16436595986274422,1,1,0,0.14911304067818376,7,0.5
dev,0.5493793372458409,1,3,0,0.005665006706187969,8,0.5
dev,0.568932209802606,0,2,0,0.9846218700322751,9,0.5
staging,0.8241507682229657,0,1,1,0.5355497963139239,1,0.5
prod,0.7210583204905341,0,2,0,0.3150653147641306,8,0.5
staging,0.5967961048139525,1,2,0,0.17733678153602983,2,0.5
staging,0.21783284628958688,1,1,1,0.10857342850083496,7,0.5
staging,0.42591681400075865,0,2,0,0.6595573784838566,1,0.5
dev,0.6048262708714363,0,1,1,0.20560692601770503,5,0.5
dev,0.6573041550419377,1,3,1,0.04000258167096871,3,0.5
staging,0.44801333869088467,0,3,0,0.23675126181811934,5,0.5
prod,0.45763900999955254,1,1,1,0.8449501593316708,5,0.5
dev,0.33270360941749466,0,3,0,0.29064082492648546,4,0.5
staging,0.5068846282401507,1,2,0,0.23306937423950536,5,0.5
dev,0.43049310452180034,1,1,1,0.17893157980549168,3,0.5
staging,0.778189532877638,1,1,1,0.6266805276375049,7,0.5
staging,0.11075524152710464,0,3,1,0.3528094886261057,2,0.5
prod,0.18333020535662914,0,3,0,0.20517399858838636,9,0.5
staging,0.38252626868007267,0,1,1,0.4468711725888521,2,0.5
prod,0.2936603931198636,1,3,1,0.3317056091835727,6,0.5
dev,0.1273975832886869,0,2,0,0.05188832686213096,7,0.5
prod,0.96275745464416,0,3,1,0.7299149459770737,6,0.5
dev,0.8237452574686618,0,3,1,0.9005648083709713,3,0.5
prod,0.2895752261973483,0,3,0,0.6533259889670522,3,0.5
prod,0.8102416686646218,1,3,0,0.4498737357219319,2,0.5
staging,0.2239427341903788,0,2,1,0.6262706430834867,0,0.5
dev,0.9718979468209268,0,2,1,0.9125586870474055,0,0.5
prod,0.7447643337363637,1,3,0,0.08742772256815656,8,0.5
prod,0.12220600610958893,1,1,0,0.5258064160805461,0,0.5
dev,0.9539668639784717,1,1,0,0.7678634319283544,7,0.5
prod,0.25357943051106624,0,2,1,0.7259255321372012,2,0.5
dev,0.16875569843757215,0,3,1,0.7463622007611215,9,0.5
staging,0.6125879148937005,1,1,1,0.8756779981137585,8,0.5
staging,0.6966425338493801,1,1,0,0.9154055693105956,4,0.5
dev,0.17549389928231068,1,2,1,0.22801140382880092,6,0.5
dev,0.7430680038942172,1,3,0,0.26949611269059837,5,0.5
dev,0.7380936191763457,1,1,1,0.5914193754171952,7,0.5
staging,0.9185069671152944,0,1,1,0.9153380365399298,3,0.5
staging,0.23793604690890474,0,1,0,0.9837121819185097,1,0.5
prod,0.453914150257993,0,3,0,0.10843238648179054,5,0.5
staging,0.4094903430714566,1,2,1,0.46729255803155845,2,0.5
dev,0.3792805452588388,1,1,0,0.6262445841399312,9,0.5
prod,0.4673691570605052,0,3,1,0.32981159222364653,9,0.5
dev,0.22139370642066178,0,2,0,0.620142862832492,7,0.5
dev,0.6583935689245445,1,3,1,0.006585876121824263,7,0.5
staging,0.7803698891796774,1,1,0,0.5884382526432913,9,0.5
dev,0.23856441059480615,0,2,0,0.008516779328749391,6,0.5
dev,0.9667997370026514,1,2,1,0.5208377203508013,1,0.5
dev,0.7296042074577315,1,1,1,0.08859764679896243,6,0.5
prod,0.9832651125881355,1,1,1,0.9459150101580586,0,0.5
dev,0.2331985508804028,1,1,1,0.0055265709931269225,1,0.5
dev,0.9562630155883562,1,2,1,0.2308886276662735,5,0.9
dev,0.8096003735421378,1,1,0,0.8658051802121896,6,0.5
dev,0.8827773140637755,1,2,1,0.72430024633938,8,0.5
dev,0.14098566227389744,0,1,1,0.14647184170983418,9,0.5
dev,0.44872476366266245,0,3,1,0.08111346116951323,1,0.5
staging,0.14353667545914536,1,2,1,0.7630760802084556,8,0.5
dev,0.34176878740136907,0,1,1,0.31703137628478384,9,0.5
prod,0.21621361675741668,0,2,1,0.29764166998176145,0,0.5
prod,0.8236380471603651,1,1,0,0.5013175857477291,9,0.5
staging,0.6667238750518727,1,1,0,0.6702657584042008,4,0.5
prod,0.7712413842777657,1,1,0,0.12673483103169925,5,0.5
staging,0.3068517680771944,1,1,0,0.4771663362190284,7,0.5
staging,0.5950912007315163,0,1,1,0.0059180119196392544,2,0.5
staging,0.3156286052157232,1,2,0,0.8481876841440322,6,0.5
prod,0.3671722957737751,0,3,0,0.8747049172620679,6,0.5
prod,0.3417992503918813,1,2,1,0.635294036658684,9,0.5
prod,0.5410767897276918,0,2,0,0.08732397592907004,4,0.5
prod,0.5079615431849556,0,3,1,0.7727362087312583,0,0.5
prod,0.4741761008794354,0,1,1,0.9918546384349722,0,0.9
dev,0.7761055777871166,0,2,0,0.8290751694054204,7,0.5
prod,0.3492500092980815,1,3,0,0.8762337501703223,5,0.5
staging,0.9177530723572633,1,1,1,0.24202352022805218,9,0.5
dev,0.45849848760515677,1,1,1,0.7417990382373185,3,0.5
staging,0.4933991693982551,0,3,0,0.03719209610496699,1,0.9
staging,0.10928403987500528,1,2,1,0.5567221621307098,4,0.5
prod,0.30547473951314674,0,1,1,0.1106672228141461,9,0.5
dev,0.3384083606619845,0,2,0,0.37324854485351644,1,0.5
dev,0.835055321698079,1,2,1,0.6965381859535308,1,0.5
staging,0.6840547678786948,1,3,0,0.986378926592115,4,0.5
dev,0.4344092601871995,0,2,1,0.3953141995988849,3,0.5
staging,0.7554251124146778,0,3,0,0.9337640063211722,7,0.5
dev,0.7707505365779218,1,3,0,0.2880826437769437,9,0.5
staging,0.8873440298657779,1,2,1,0.8565061219247351,7,0.9
dev,0.5681624331290603,1,2,1,0.7743049859054904,7,0.5
dev,0.13824087898305676,0,1,0,0.15991536846894538,3,0.5
staging,0.3264316922661515,1,1,0,0.2743790343342031,9,0.5
dev,0.2643940724818582,1,1,1,0.33681240220447717,1,0.5
prod,0.42119414180409054,1,1,1,0.6562748491376148,4,0.9
dev,0.515079683212468,0,2,1,0.5922659534783132,9,0.5
dev,0.634001619413876,0,2,1,0.8909336700801695,0,0.5
dev,0.2119916115573703,0,2,1,0.3147878965266879,0,0.5
dev,0.6747557726312751,0,2,0,0.11737645576073663,8,0.5
prod,0.670671222234749,1,1,1,0.9175525803387462,7,0.9
prod,0.29891412138122886,1,3,0,0.1369931339614543,0,0.9
staging,0.4309897985356651,1,1,1,0.1924788043215666,9,0.5
prod,0.6750884168746286,1,3,1,0.548312119012525,1,0.5
staging,0.3864380069409481,1,3,1,0.933038547401113,3,0.5
prod,0.6476412773942063,1,1,1,0.3338256632828063,2,0.9
dev,0.8340455115388176,0,3,1,0.5928039564971757,7,0.5
dev,0.9858509731732455,0,2,1,0.6359246745195077,5,0.5
prod,0.2449555229901333,0,1,0,0.35255135713195573,2,0.5
staging,0.6632928551525081,0,1,1,0.38053032113066176,5,0.5
dev,0.8699587597359294,0,3,1,0.5233769579370515,5,0.9
prod,0.46534522733414385,0,3,1,0.07626475006867883,9,0.5
staging,0.8296595717390707,1,1,1,0.1156552841220535,1,0.5
staging,0.20709592813648903,1,1,0,0.44483753880746313,0,0.5
dev,0.6642312227398653,1,2,1,0.6423737741404902,4,0.5
prod,0.7956079620967428,1,1,1,0.3411353505479032,0,0.5
prod,0.8731611121489838,1,3,0,0.02599258385975234,3,0.5
dev,0.8663312841986187,0,1,0,0.23044402245109952,3,0.5
staging,0.7539852868218745,0,2,0,0.4558112642568515,5,0.5
prod,0.717316717041566,0,2,1,0.3221828806002228,5,0.5
prod,0.20987904397551355,0,2,1,0.06535102940136839,3,0.5
staging,0.7787236127705165,1,2,0,0.12894838266162012,4,0.5
staging,0.24820578309599967,1,3,1,0.3526380834646191,8,0.5
dev,0.8776887076905381,1,3,0,0.8898289906249575,0,0.5
prod,0.12174978223143383,0,3,0,0.5087710401839673,5,0.5
prod,0.8815035919465877,1,3,0,0.4230311167464863,1,0.5
staging,0.6154105863900704,0,2,1,0.5539459509353347,5,0.5
dev,0.28572003157240317,1,1,1,0.7977352824181878,7,0.9
prod,0.3280994018901755,1,1,0,0.745038292455144,0,0.9
staging,0.7477766930163072,1,2,1,0.7102132117605788,6,0.5
prod,0.7064511981947385,1,1,0,0.47158716049019656,6,0.9
staging,0.7694590856894427,1,3,0,0.5587635682925897,6,0.5
dev,0.7735254785261994,0,2,0,0.7814543582689035,7,0.5
dev,0.46835885055869475,1,3,1,0.7754057991645069,4,0.5
staging,0.548853412568145,1,1,0,0.6032968792040874,0,0.5
prod,0.8259598210018954,0,1,0,0.45907816348172126,2,0.9
prod,0.5350728763533138,1,3,0,0.019106341440331964,0,0.5
dev,0.36141042184032734,0,1,1,0.10814000719498462,8,0.5
dev,0.3954920180565451,0,2,0,0.4548161258153971,1,0.5
dev,0.7432972894441137,1,2,0,0.5565704173597406,3,0.5
staging,0.1329134998411133,0,1,0,0.5339165726312981,2,0.5
staging,0.2230840244199048,0,2,1,0.8722702699310904,0,0.5
dev,0.2500424195197263,1,1,1,0.5474100041148477,3,0.5
staging,0.438865317491663,1,2,1,0.1583036687181194,1,0.5
dev,0.7516195047885155,1,2,0,0.44247906444789764,3,0.5
staging,0.571684091774968,1,3,1,0.03770891670626575,8,0.5
staging,0.2031891764740873,0,2,0,0.489256904140959,5,0.5
staging,0.2745332607219367,0,1,1,0.7041868493198993,4,0.5
prod,0.2552528152262578,0,2,1,0.1434602367783988,1,0.5
prod,0.7395416786307405,1,1,0,0.706433705169712,4,0.9
dev,0.8420891562025832,1,3,1,0.6957750766432877,8,0.5
dev,0.34926027970718587,1,1,1,0.6969109739712971,4,0.5
prod,0.5276093592758817,1,2,1,0.6585542301667648,8,0.5
dev,0.7829439310916141,1,3,1,0.47305357194527786,0,0.5
staging,0.6578720436892432,0,3,1,0.5831129767047135,5,0.5
dev,0.34303168504343673,0,1,1,0.4881850537260203,8,0.5
prod,0.5787265672389099,0,1,1,0.6909035174678563,1,0.5
prod,0.9753618967458657,0,1,0,0.37674709949281804,4,0.5
dev,0.17097841198219982,0,3,0,0.11022922788874245,6,0.5
prod,0.8636934085806545,1,3,1,0.30828276688248657,3,0.5
staging,0.6639237431531646,0,3,0,0.25337721264589086,9,0.5
dev,0.6924643658648519,0,1,0,0.5713733132277279,4,0.5
prod,0.1997500788994332,1,2,0,0.8072271431662239,6,0.5
dev,0.3827630157476587,1,1,0,0.01899772027668367,0,0.5
dev,0.5785700486795197,0,3,1,0.3879796038156661,7,0.5
dev,0.44998888411603455,1,3,0,0.1919633531727012,6,0.5
dev,0.514075987468202,1,1,0,0.43712640869284114,2,0.9
dev,0.3287342963971881,0,1,1,0.47499652483096844,3,0.5
staging,0.4877729391418617,0,3,1,0.152258357787165,8,0.5
dev,0.13377698716694345,0,1,1,0.02267672395156084,7,0.5
staging,0.3334662824638803,0,3,0,0.40363267282164084,0,0.5
prod,0.2604384864826332,1,1,0,0.478303373801101,6,0.5
staging,0.7496184930638536,1,1,1,0.6094508135698887,4,0.5
prod,0.5866527014421927,1,2,1,0.25949226815030113,1,0.5
dev,0.7514799589919241,0,3,0,0.9786571139102721,8,0.5
staging,0.8356912741967253,0,2,0,0.8422062785716701,8,0.5
prod,0.33405922643763913,0,2,0,0.5534060109496696,7,0.5
dev,0.72393757262367,0,3,1,0.17143201737927283,0,0.5
dev,0.8842515317415071,1,1,0,0.10275018520556534,4,0.5
dev,0.5870094482843462,0,1,0,0.7664549455166955,2,0.5
prod,0.638519546769597,1,2,1,0.1907451406238876,9,0.5
dev,0.5261531829655711,1,3,0,0.4731964281744204,7,0.5
prod,0.19612914346984217,0,2,0,0.7396775538797272,5,0.5
dev,0.5083531932302174,1,2,1,0.11068502016870274,1,0.5
prod,0.3906026927436015,1,2,1,0.07682623908010933,2,0.5
prod,0.28005664964624055,0,1,1,0.9970366356018844,7,0.9
prod,0.3807417474856618,1,1,1,0.8912581829498676,5,0.5
prod,0.7501788123780787,0,1,0,0.8711514377845879,2,0.5
staging,0.3294001344745972,1,1,0,0.5226079167858225,5,0.5
staging,0.9428997620467866,1,2,0,0.1109587231630107,1,0.5
dev,0.9128092986949203,1,1,0,0.3404499838597903,6,0.5
prod,0.5392133562450789,1,3,1,0.2088467113678355,0,0.5
prod,0.640417464439964,1,1,1,0.7151155789539665,1,0.5
staging,0.36266826275736386,0,1,0,0.584404770127056,6,0.5
prod,0.9961908600854464,0,1,1,0.8402253044391399,7,0.5
staging,0.6483915682460392,1,2,0,0.5094246580637443,9,0.5
prod,0.2324565322498074,1,3,1,0.8600309279260893,1,0.9
staging,0.17119755103047996,1,2,1,0.4903804048407433,6,0.5
staging,0.7271867085472987,1,1,0,0.6823456367505663,2,0.5
dev,0.8441690996130338,0,2,0,0.23910255040192807,9,0.5
prod,0.9509680680175661,1,1,0,0.6751973874072491,2,0.5
dev,0.38043907511895714,0,2,1,0.5811256840274904,6,0.5
staging,0.418725817892882,0,1,0,0.24700622613146994,8,0.9
staging,0.7977286527819011,0,1,0,0.7173028056069646,0,0.5
staging,0.8949914948780018,1,2,0,0.8417992351638702,3,0.5
dev,0.6768312822871024,1,2,0,0.47636780419689484,4,0.9
staging,0.47471110328429356,1,3,0,0.6522978637628779,6,0.5
prod,0.9708324372229636,1,1,1,0.09708490376307244,5,0.5
dev,0.873823143645765,0,1,0,0.05858074674524005,0,0.5
dev,0.7047901123284938,1,3,1,0.6954772486616729,5,0.5
staging,0.6637586562213633,0,3,1,0.7645273349881325,0,0.5
dev,0.34095540788893575,0,1,1,0.41098386596102143,2,0.9
prod,0.8548008384252535,0,2,0,0.9048430545908289,1,0.5
staging,0.8549822614420439,1,2,1,0.266585321863542,2,0.5
prod,0.9921216176465572,1,2,1,0.3603196543925117,7,0.9
staging,0.4066514336745749,0,3,1,0.3999938739826018,3,0.5
dev,0.8119723437029313,0,1,1,0.29867222766145907,2,0.5
staging,0.46466587785864033,1,3,0,0.7847267609453618,3,0.5
dev,0.9955032043619855,1,2,0,0.6157851372074779,1,0.5
prod,0.43320769126657566,1,1,1,0.2523155507578464,0,0.5
dev,0.8276275246428424,1,3,0,0.8481973651614253,0,0.5
staging,0.36235956390975677,1,3,0,0.24684117610038936,3,0.5
prod,0.6266885881198208,1,3,0,0.9395506115670959,4,0.5
prod,0.12796356686474278,0,3,1,0.6740420269873107,7,0.5
dev,0.38493956955205133,0,2,0,0.11218905035889326,6,0.9
dev,0.40891991846978093,1,1,0,0.9702333001737535,2,0.5
prod,0.5883945865690733,1,2,1,0.47626104825865356,6,0.5
prod,0.6382570551894613,0,1,1,0.13356104320421547,1,0.5
staging,0.8290765324954664,1,1,0,0.6473762345285137,2,0.5
prod,0.4618744285687242,0,3,1,0.29446821332264994,5,0.9
prod,0.9741888026724104,0,1,0,0.7657125545646504,2,0.5
dev,0.34431771186959004,0,1,0,0.20324304737483267,5,0.5
staging,0.4406688471564294,1,2,0,0.9400205166542284,8,0.5
staging,0.8545273739739103,0,1,1,0.4989636340636896,8,0.9
dev,0.6483223049799293,1,2,1,0.2701403855368465,8,0.5
staging,0.580083770353274,0,2,1,0.6961522934582773,3,0.5
dev,0.6047590736388339,1,1,0,0.8618884809830124,6,0.5
staging,0.41453701350907557,1,1,0,0.2773293720737524,6,0.5
staging,0.6495402162926042,1,2,0,0.9901057373061901,2,0.5
dev,0.2082317407599283,1,1,1,0.9037486883511731,2,0.5
dev,0.5381556544314331,1,3,0,0.41493357942601783,5,0.9
staging,0.5891850124595626,0,2,0,0.5879428489887149,7,0.5
prod,0.3224332232266224,0,1,0,0.2993430738862659,7,0.5
staging,0.9762469499786727,0,1,1,0.44279851009360016,4,0.9
prod,0.11080302949502756,1,2,0,0.259539787820966,5,0.5
dev,0.8335934854988901,1,2,1,0.7755899681113008,9,0.5
prod,0.504948026525258,0,1,0,0.7232997618927274,4,0.5
dev,0.9783174291481758,1,1,1,0.35230610377245586,5,0.5
dev,0.2104297779400655,1,2,1,0.8745361181669444,4,0.5
dev,0.5114987938356634,0,1,1,0.8443107762910076,8,0.5
dev,0.8081658989498166,0,3,0,0.5881766607295481,6,0.5
prod,0.4271243108075502,0,3,0,0.9128806789223917,6,0.5
prod,0.15956552560460788,0,3,0,0.8619508385637031,2,0.5
staging,0.44026756094989306,0,2,0,0.01611832574976335,6,0.5
prod,0.7084219062653113,0,1,1,0.38725342404302154,8,0.5
staging,0.17746136545886104,1,3,0,0.32569537007400207,8,0.5
staging,0.4983037477019183,0,2,1,0.37585071586881724,9,0.5
dev,0.6696768695578692,0,1,0,0.024038040582651354,2,0.5
staging,0.7663323358771301,0,1,0,0.47187487885090185,7,0.9
dev,0.3023801927595689,1,2,0,0.15028786228813162,8,0.9
staging,0.33463507292857425,1,3,1,0.6558695738570842,3,0.5
dev,0.5011770595612381,1,1,1,0.13869413644160922,5,0.5
dev,0.5463254365563222,1,2,0,0.7562476245714002,0,0.9
dev,0.7159356541648116,1,2,1,0.8699572541220306,3,0.5
prod,0.8834039081530208,0,1,0,0.15434224060777335,2,0.5
prod,0.5973423492820095,0,2,1,0.6855094819029645,4,0.5
dev,0.30552849673325,0,1,0,0.22736712315116325,4,0.5
prod,0.3126968663537215,1,2,0,0.11878863503102632,3,0.9
dev,0.3409484679261665,1,2,0,0.20494739423825048,3,0.5
staging,0.17116189419672803,1,2,0,0.16272363571167126,5,0.9
prod,0.17883622713559993,0,1,1,0.9773920168329386,1,0.5
prod,0.28008716789781996,0,3,0,0.5391630182597711,6,0.5
staging,0.18796486203546486,0,1,1,0.8742961002133802,8,0.5
prod,0.40618310867643015,1,3,0,0.21625978421113257,6,0.5
dev,0.2881826290155238,1,1,1,0.6617481839239147,1,0.5
staging,0.979424697251836,0,3,1,0.7804388429692185,1,0.5
prod,0.5238428588065617,0,3,0,0.4724628166832411,7,0.5
staging,0.6240400475553479,1,3,0,0.9094973720429071,2,0.5
prod,0.5170113728139368,1,2,1,0.5760438079046099,9,0.5
staging,0.9586521025881606,0,3,0,0.09319752964660688,9,0.9
prod,0.7109393141434401,1,2,1,0.91818335027111,2,0.5
prod,0.5138259384644536,1,2,0,0.4590112623167013,0,0.9
staging,0.7268353889126707,1,1,0,0.020293264263841704,0,0.5
dev,0.3410167560595664,1,2,1,0.9251513597166693,6,0.5
staging,0.9306352407171701,0,1,0,0.013619524046747156,5,0.5
prod,0.2913249735309559,1,3,0,0.6399551198508737,8,0.5
staging,0.8307201950195466,1,1,0,0.8759668838210444,1,0.5
prod,0.2933107748974696,1,1,0,0.060498587880961185,7,0.5
staging,0.6568164424260554,1,1,0,0.5207366065833379,0,0.5
prod,0.7328355110950211,1,3,1,0.44820126343730227,3,0.5
staging,0.7625878036398662,0,3,1,0.9626819489668362,3,0.5
dev,0.30015125934776005,0,2,0,0.25254448167837995,5,0.5
prod,0.5010638034494842,0,2,1,0.7047693204281327,5,0.9
prod,0.6640554074889204,0,1,0,0.7741043878701167,7,0.5
