environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score,env_encoded,env_prod
staging,0.17338456366689703,0,2,0,0.35453998124955305,0.7777777777777777,0.0,2,0
staging,0.048631045530817776,0,3,0,0.5031426833499978,0.4444444444444444,0.0,2,0
staging,0.4587854518892165,0,1,0,0.06405873192445014,0.8888888888888888,0.0,2,0
prod,0.5315525562126576,1,2,1,0.41963633992165067,0.7777777777777777,0.0,1,1
staging,0.5401063653571533,0,2,0,0.8599216730028099,0.1111111111111111,0.0,2,0
prod,0.17458863311644607,1,3,1,0.7508057236688636,0.1111111111111111,0.0,1,1
staging,0.9187827493279878,1,1,0,0.4631025884836358,0.4444444444444444,0.0,2,0
staging,0.05919405682920999,1,1,1,0.015073370676982051,0.2222222222222222,0.0,2,0
staging,0.3064107932018955,0,1,1,0.8124825790502372,0.0,0.0,2,0
staging,0.6510737344774001,1,1,0,0.8300111653909555,1.0,0.0,2,0
dev,0.9662082239004811,0,2,0,0.35918782283620954,0.7777777777777777,0.0,0,0
prod,0.8563813688003945,1,1,0,0.6663450969235333,0.4444444444444444,0.0,1,1
prod,0.2104373630872765,1,2,0,0.3807188538281186,1.0,0.0,1,1
staging,0.08056214143348221,0,1,0,0.9783515742022778,0.3333333333333333,0.0,2,0
prod,0.8456226979874046,0,2,0,0.2904815907137684,0.8888888888888888,0.0,1,1
staging,0.7791287914014867,1,2,0,0.35987583445959354,0.5555555555555556,0.0,2,0
dev,0.470695435444089,0,1,0,0.9325273962411795,0.8888888888888888,1.0,0,0
dev,0.24149028358668323,0,3,1,0.5720243964038255,0.3333333333333333,0.0,0,0
prod,0.5728539685136157,1,1,0,0.6357434935914501,0.1111111111111111,0.0,1,1
prod,0.8681102570685816,0,1,1,0.5897138217703913,0.6666666666666666,0.0,1,1
staging,0.10712002843325495,1,3,1,0.013705607617358735,0.7777777777777777,0.0,2,0
staging,0.039730566199397674,1,1,1,0.39591421671858756,0.7777777777777777,0.0,2,0
dev,0.042299281166390465,1,1,1,0.7577160095241874,0.8888888888888888,0.0,0,0
prod,0.5285887274239018,1,2,0,0.7451270102037478,1.0,0.0,1,1
staging,0.14205929611692159,1,2,0,0.8798055126368054,0.0,0.0,2,0
staging,0.8314854228155689,0,1,0,0.3362279097830985,0.7777777777777777,0.0,2,0
staging,0.8641312405410749,1,3,0,0.4201280599505051,0.7777777777777777,0.0,2,0
dev,0.6664296278861658,1,1,1,0.10712714876086894,0.1111111111111111,1.0,0,0
prod,0.44206476200849265,0,1,0,0.9499752341746236,0.0,0.0,1,1
prod,0.19214044322170332,1,3,1,0.28512993719470237,0.2222222222222222,0.0,1,1
staging,0.07576954721358688,1,3,0,0.6499045321300964,1.0,0.0,2,0
dev,0.35628471796731515,0,2,0,0.03326570874237082,0.2222222222222222,0.0,0,0
dev,0.1885030271294748,1,1,0,0.6033973041462554,0.7777777777777777,0.0,0,0
prod,0.3135949028865023,0,1,0,0.045943377990405,0.8888888888888888,0.0,1,1
staging,0.21765595189526632,1,1,0,0.7950003409218587,0.6666666666666666,0.0,2,0
prod,0.48323278305625395,0,1,0,0.021626713424711088,0.4444444444444444,0.0,1,1
dev,0.5916288938372749,0,2,0,0.13944616093042328,0.1111111111111111,0.0,0,0
prod,0.821213324746269,1,3,0,0.3252342547675214,0.1111111111111111,0.0,1,1
prod,0.7234132062665242,0,3,0,0.36106312631133136,0.5555555555555556,0.0,1,1
prod,0.939157723010733,1,2,1,0.4835513653642172,0.8888888888888888,0.0,1,1
dev,0.37028975801505265,1,3,1,0.43488787033713033,0.4444444444444444,0.0,0,0
staging,0.05139010880840082,1,1,0,0.11576251734471077,0.6666666666666666,0.0,2,0
dev,0.15864523347747256,1,1,1,0.21744898382203498,0.6666666666666666,0.0,0,0
dev,0.6754089792896676,1,1,1,0.6453981714785926,0.4444444444444444,0.0,0,0
dev,0.7685897086176118,0,1,0,0.9563528889545655,0.3333333333333333,0.0,0,0
dev,0.4051437869976048,1,2,1,0.7253238602293011,0.7777777777777777,0.0,0,0
prod,0.5327877991193741,0,2,0,0.49227872973834147,0.0,0.0,1,1
staging,0.3617010624776854,0,3,0,0.7580101467423941,0.6666666666666666,0.0,2,0
staging,0.3902845896454977,0,2,0,0.5810504547434215,1.0,0.0,2,0
prod,0.7134345195172976,1,3,0,0.15753121007048682,0.7777777777777777,0.0,1,1
staging,0.8215328324320951,0,1,1,0.2689659682844422,0.7777777777777777,0.0,2,0
staging,0.045597321993205694,0,1,1,0.6119347899282574,0.5555555555555556,0.0,2,0
staging,0.7564180399446496,1,3,1,0.06800487173045214,0.4444444444444444,0.0,2,0
dev,0.32900207352634897,1,3,0,0.4821065454065351,0.7777777777777777,0.0,0,0
dev,0.4472336086845943,0,3,1,0.10913745772016542,0.2222222222222222,0.0,0,0
prod,0.22647346915115463,0,2,0,0.4878333405763432,0.3333333333333333,0.0,1,1
staging,0.45425533318087363,1,3,1,0.0637645755677669,0.1111111111111111,0.0,2,0
dev,0.6852218818479511,0,2,1,0.9296624989267881,0.8888888888888888,0.0,0,0
prod,0.3700614971716009,1,2,0,0.020386995378375825,0.2222222222222222,0.0,1,1
prod,0.51816581640798,0,1,0,0.7989653840592369,0.8888888888888888,0.0,1,1
staging,0.5305039501046115,1,2,1,0.8642824007880181,0.1111111111111111,1.0,2,0
prod,0.8004028969881012,0,2,1,0.656799088726821,0.7777777777777777,0.0,1,1
dev,0.25738912902874733,1,2,1,0.7197491685327272,0.2222222222222222,0.0,0,0
staging,0.6002701930998253,1,1,0,0.1408509081223337,1.0,0.0,2,0
dev,0.35866237978039006,1,3,1,0.5534017560958044,0.6666666666666666,0.0,0,0
dev,0.6482209930654302,0,3,0,0.37077964678855485,0.0,0.0,0,0
dev,0.24265363634602122,1,2,0,0.47334041067317584,0.6666666666666666,0.0,0,0
dev,0.7505853534053832,0,1,0,0.8009122920252546,0.6666666666666666,0.0,0,0
staging,0.6023787394400277,1,2,1,0.18888034495476055,0.3333333333333333,0.0,2,0
prod,0.5800690636453092,1,3,0,0.3762236529171342,0.8888888888888888,0.0,1,1
dev,0.23355884517509878,0,1,0,0.5090565732217841,1.0,0.0,0,0
prod,0.3085292009208514,0,2,0,0.6616726872681485,1.0,0.0,1,1
staging,0.6465459532702166,1,2,0,0.979745894532024,0.1111111111111111,0.0,2,0
staging,0.22435504255552802,1,2,1,0.2540180421707716,0.8888888888888888,1.0,2,0
dev,0.2709315519541589,1,1,0,0.6431068819093536,1.0,1.0,0,0
prod,0.7663517957459177,1,1,0,0.6057578626482365,0.0,0.0,1,1
staging,0.9093145386401081,0,2,0,0.2411106696153637,0.5555555555555556,1.0,2,0
staging,0.5167875462078902,0,3,1,0.007883000875872227,0.3333333333333333,0.0,2,0
staging,0.7465358718844682,0,2,0,0.3488109417195929,1.0,0.0,2,0
dev,0.7321430337293646,1,3,0,0.9294364007770405,0.2222222222222222,0.0,0,0
dev,0.9195023551155962,0,1,0,0.8668058605072446,0.2222222222222222,0.0,0,0
staging,0.7932441972720359,0,3,1,0.25832072795539307,0.4444444444444444,0.0,2,0
dev,0.019431698795497956,0,1,0,0.14654716693605968,0.7777777777777777,1.0,0,0
staging,0.8950392090936706,1,3,0,0.23195501715786962,0.1111111111111111,0.0,2,0
prod,0.20319029462656085,0,2,0,0.7009915517380311,0.0,1.0,1,1
prod,0.876169058153957,1,3,1,0.8622029651043593,0.0,0.0,1,1
prod,0.4788275174489136,0,3,1,0.42402029100047267,0.1111111111111111,0.0,1,1
staging,0.6620684512020115,0,2,0,0.7719240961704793,0.7777777777777777,0.0,2,0
dev,0.09928718826229581,0,2,0,0.03324051192955443,0.2222222222222222,0.0,0,0
prod,0.9375022525678857,0,2,1,0.810283806633336,0.1111111111111111,0.0,1,1
staging,0.1612423814961712,0,3,1,0.17095107610945187,1.0,0.0,2,0
dev,0.8394615790254538,0,1,0,0.7957268750893767,0.0,0.0,0,0
prod,0.5213792172700789,1,3,0,0.7495314810936455,0.0,1.0,1,1
staging,0.8273714841691584,0,3,1,0.9517381246378905,0.3333333333333333,0.0,2,0
staging,0.3996022288632034,0,1,1,0.5738274613710983,0.3333333333333333,0.0,2,0
dev,0.4771598624668403,1,3,1,0.14830811472980018,0.4444444444444444,0.0,0,0
staging,0.6791982632966062,1,1,0,0.3727874866138897,0.8888888888888888,0.0,2,0
dev,0.24145824409568012,0,1,1,0.14994263409386807,0.5555555555555556,0.0,0,0
dev,0.9328645998328492,1,2,0,0.04130605564285995,0.1111111111111111,0.0,0,0
staging,0.917334810616459,0,1,0,0.2443765556617115,0.7777777777777777,1.0,2,0
staging,0.6320362271758346,1,2,0,0.546490435486325,0.2222222222222222,0.0,2,0
prod,0.046769852331144016,0,2,0,0.8136216341911752,0.1111111111111111,0.0,1,1
prod,0.6052108006460146,0,1,1,0.4259811568580424,1.0,0.0,1,1
staging,0.446743996590528,1,3,0,0.21852419295858627,0.8888888888888888,0.0,2,0
dev,0.7181613899387863,1,2,0,0.7980258608633215,0.5555555555555556,0.0,0,0
staging,0.009914222198105171,0,2,0,0.3472443461998648,0.8888888888888888,0.0,2,0
prod,0.5799725716732582,0,3,0,0.12994220447700797,0.6666666666666666,0.0,1,1
prod,0.07693418077903234,1,3,1,0.1142599221508874,0.7777777777777777,0.0,1,1
dev,0.9339591067325964,1,3,1,0.11976326524767264,0.5555555555555556,0.0,0,0
staging,0.7294028429510113,1,2,1,0.5257914362741474,0.8888888888888888,0.0,2,0
prod,0.10512842727279663,1,3,0,0.17647487430237768,0.3333333333333333,1.0,1,1
prod,0.5928652668426764,1,3,1,0.3022093330026696,0.8888888888888888,0.0,1,1
prod,0.32059736845242554,0,3,0,0.2112959028530001,0.6666666666666666,0.0,1,1
prod,0.5790870585604797,0,1,1,0.10499548936394627,0.4444444444444444,0.0,1,1
dev,0.13514148312524843,1,3,1,0.9149031127932262,0.5555555555555556,0.0,0,0
staging,0.2631776728016798,1,3,0,0.8218658271342802,1.0,0.0,2,0
dev,0.46436109745860155,1,1,1,0.27192180449937353,0.8888888888888888,0.0,0,0
dev,0.7819656587107977,1,3,0,0.7959141459313778,1.0,0.0,0,0
staging,0.9414066639804749,0,3,0,0.17391095914995627,0.6666666666666666,0.0,2,0
prod,0.8517137686633937,0,2,1,0.9485063519875406,0.2222222222222222,0.0,1,1
prod,0.7164355604097156,1,1,0,0.07385210400375637,0.2222222222222222,0.0,1,1
dev,0.12778178993328382,1,3,1,0.01592133629269093,0.5555555555555556,0.0,0,0
dev,0.04943478102273964,0,3,0,0.6350534812753874,0.3333333333333333,0.0,0,0
staging,0.21004883471453178,0,1,0,0.7757208340035338,0.3333333333333333,0.0,2,0
prod,0.5036180114372325,0,2,0,0.4632048646711871,0.2222222222222222,1.0,1,1
staging,0.6120199886254195,0,3,0,0.46112343811545986,0.7777777777777777,0.0,2,0
dev,0.029768772114865158,1,1,1,0.18402934246599026,0.2222222222222222,0.0,0,0
dev,0.6033796384771375,0,2,1,0.9628301546512854,0.2222222222222222,0.0,0,0
prod,0.017175586214863633,1,1,1,0.06671238765217354,0.8888888888888888,0.0,1,1
prod,0.33325990908050257,1,2,1,0.21371677650409024,0.7777777777777777,0.0,1,1
prod,0.09199141577300819,1,1,0,0.7650519862032917,0.7777777777777777,1.0,1,1
dev,0.8725662870604908,0,2,0,0.601050619392472,0.1111111111111111,0.0,0,0
dev,0.9732102373744368,1,1,0,0.7683982748762664,0.8888888888888888,0.0,0,0
dev,0.16431102225440952,1,3,1,0.38647587733411065,1.0,1.0,0,0
staging,0.6005214859034386,0,1,1,0.8771230548411185,0.8888888888888888,0.0,2,0
prod,0.745416511175412,1,1,0,0.516477496975456,0.2222222222222222,0.0,1,1
prod,0.982295374323603,1,2,0,0.01469199714477013,1.0,0.0,1,1
dev,0.04740459832835418,1,1,1,0.47715262173188905,0.5555555555555556,0.0,0,0
dev,0.7992141196251064,0,2,1,0.819378593561227,0.0,0.0,0,0
prod,0.08024734644977756,0,2,0,0.8587430950903956,0.5555555555555556,1.0,1,1
prod,0.24559101198971167,0,2,1,0.6401480806838404,0.2222222222222222,0.0,1,1
dev,0.10318921597278576,1,2,1,0.6696692796717421,0.4444444444444444,0.0,0,0
prod,0.9972892201189475,1,3,1,0.7502397769119042,0.6666666666666666,0.0,1,1
dev,0.8130967985500475,0,3,0,0.8904582449596606,0.2222222222222222,0.0,0,0
prod,0.012793964194063812,0,2,0,0.9448348688336109,0.5555555555555556,0.0,1,1
staging,0.18874891673585303,0,3,0,0.9889322453547704,0.3333333333333333,0.0,2,0
dev,0.0015989397242448244,1,1,1,0.5738194010199718,0.0,0.0,0,0
dev,0.22938559520991547,0,3,0,0.40020725152920766,0.0,0.0,0,0
dev,0.678244294497178,0,1,1,0.08396581675313275,0.0,0.0,0,0
staging,0.9289884699090579,0,2,1,0.5027182188854804,0.1111111111111111,0.0,2,0
staging,0.6842017742574975,1,1,1,0.12834655038121642,0.8888888888888888,0.0,2,0
staging,0.9931315615672661,0,2,0,0.3444543409318413,0.8888888888888888,1.0,2,0
dev,0.8537225993744207,1,1,0,0.9706334088105193,1.0,0.0,0,0
dev,0.9479968528173323,0,3,1,0.5500163117923453,0.4444444444444444,0.0,0,0
prod,0.43070159564602806,0,3,1,0.7652013529417895,0.5555555555555556,0.0,1,1
dev,0.9914110134483897,1,2,0,0.2412085339828943,1.0,0.0,0,0
prod,0.9522258602808086,1,3,0,0.819846462533345,0.1111111111111111,0.0,1,1
dev,0.6975884776114191,0,3,0,0.9653657201256024,0.2222222222222222,0.0,0,0
staging,0.7108761194280679,0,1,0,0.8809311526452989,1.0,0.0,2,0
dev,0.3440590415420167,0,2,1,0.930933678842675,0.2222222222222222,0.0,0,0
dev,0.13000676212455003,1,3,0,0.40615676018695945,0.8888888888888888,0.0,0,0
prod,0.10978324293939044,0,1,0,0.9169785491553519,0.3333333333333333,0.0,1,1
prod,0.5203559348964887,0,2,0,0.42761475461337906,0.8888888888888888,0.0,1,1
prod,0.21605414838166664,1,1,1,0.6724663975535565,0.0,0.0,1,1
staging,0.4589305320166873,1,2,0,0.8839657155326606,0.7777777777777777,0.0,2,0
staging,0.6129753439864216,1,3,1,0.5467943416903508,1.0,0.0,2,0
staging,0.857020409947451,0,2,1,0.1951609092009792,0.1111111111111111,0.0,2,0
prod,0.3369847606319572,1,2,0,0.4283105431507075,0.3333333333333333,1.0,1,1
prod,0.9982215490190715,1,1,0,0.36239794042265167,0.7777777777777777,0.0,1,1
staging,0.3424651912954241,1,1,0,0.9039496461282145,0.7777777777777777,0.0,2,0
prod,0.40591487515871105,1,1,1,0.09735634328272232,0.3333333333333333,0.0,1,1
dev,0.041379393669021616,1,1,1,0.7106243576994387,0.0,0.0,0,0
staging,0.2697063265156555,0,3,0,0.3077988474186522,0.0,0.0,2,0
prod,0.9485473975279849,0,2,0,0.731370573369712,0.4444444444444444,0.0,1,1
dev,0.18866708517640973,0,3,0,0.30922963533556447,0.0,0.0,0,0
prod,0.33004138185264414,1,3,0,0.8930768444623305,0.1111111111111111,0.0,1,1
prod,0.508288783230543,0,1,0,0.07798370042166868,0.4444444444444444,0.0,1,1
prod,0.7794785350687775,0,3,0,0.9978722653074305,0.8888888888888888,0.0,1,1
dev,0.494130334312483,1,1,0,0.03133144207310064,0.2222222222222222,0.0,0,0
dev,0.05349377630597822,1,2,0,0.4546125422716402,1.0,0.0,0,0
staging,0.9753955934014312,1,1,0,0.0829379150006299,0.4444444444444444,0.0,2,0
prod,0.04257081609335335,0,2,0,0.2661976998652434,0.8888888888888888,0.0,1,1
dev,0.8308418434306477,0,2,1,0.6946916468103462,0.6666666666666666,0.0,0,0
dev,0.6407040174463904,1,1,1,0.5212295434054169,0.6666666666666666,0.0,0,0
prod,0.6610739914975164,0,1,0,0.37414136982233637,1.0,0.0,1,1
staging,0.6533576197614818,1,1,0,0.5188046828696766,0.5555555555555556,0.0,2,0
dev,0.15620104195114293,0,2,0,0.5037141579509876,0.2222222222222222,0.0,0,0
staging,0.3083608925846681,1,2,1,0.8771279595016919,0.0,0.0,2,0
dev,0.2041284390950865,1,3,1,0.1745240935666528,0.3333333333333333,1.0,0,0
dev,0.5878061896254522,1,3,1,0.5654564380556302,0.2222222222222222,0.0,0,0
dev,0.2815985747247703,1,1,1,0.17062722326534024,0.6666666666666666,1.0,0,0
staging,0.07153896478009843,1,1,0,0.14880619797001968,0.7777777777777777,0.0,2,0
dev,0.49956890277068655,1,3,0,0.0052895490818266905,0.8888888888888888,0.0,0,0
dev,0.5213063678034469,0,2,0,0.9847146728732398,1.0,0.0,0,0
staging,0.8050398434484153,0,1,1,0.535427796331514,0.1111111111111111,0.0,2,0
prod,0.6904291400226388,0,2,0,0.3148378513340497,0.8888888888888888,0.0,1,1
staging,0.5522834245876731,1,2,0,0.17704343897534155,0.2222222222222222,0.0,2,0
staging,0.1309795697725316,1,1,1,0.10824719464442582,0.7777777777777777,0.0,2,0
staging,0.36231222735867474,0,2,0,0.6594946945451932,0.1111111111111111,0.0,2,0
dev,0.5612107805746285,0,1,1,0.2053271058005497,0.5555555555555556,0.0,0,0
dev,0.6195518846163894,1,3,1,0.039643548599551055,0.3333333333333333,0.0,0,0
staging,0.38687754027638993,0,3,0,0.23648633874477135,0.5555555555555556,0.0,2,0
prod,0.39757866323832614,1,1,1,0.84497615356983,0.5555555555555556,0.0,1,1
dev,0.2586845496689744,0,3,0,0.2904016786292577,0.4444444444444444,0.0,0,0
staging,0.4523263685391157,1,2,0,0.23280269002380732,0.5555555555555556,0.0,2,0
dev,0.36739981512318853,1,1,1,0.17863900007819034,0.3333333333333333,0.0,0,0
staging,0.7539434767493003,1,1,1,0.62660211784814,0.7777777777777777,0.0,2,0
staging,0.011938457907315292,0,3,1,0.35260007921360015,0.2222222222222222,0.0,2,0
prod,0.09262203695270242,0,3,0,0.20489397129080988,1.0,0.0,1,1
staging,0.31407376731028264,0,1,1,0.44670675532007803,0.2222222222222222,0.0,2,0
prod,0.21527913460413722,1,3,1,0.33148610523802063,0.6666666666666666,0.0,1,1
dev,0.030440205978110993,0,2,0,0.051534979050996375,0.7777777777777777,0.0,0,0
prod,0.9591327006815608,0,3,1,0.7298859158882659,0.6666666666666666,0.0,1,1
dev,0.8045890260139693,0,3,1,0.9006174045386063,0.3333333333333333,0.0,0,0
prod,0.21073754242256076,0,3,0,0.6532603243931185,0.3333333333333333,0.0,1,1
prod,0.78957671574639,1,3,0,0.44971075465700144,0.2222222222222222,0.0,1,1
staging,0.13777209983234623,0,2,1,0.6261920372357057,0.0,0.0,2,0
dev,0.9692944366872477,0,2,1,0.9126170201983751,0.0,0.0,0,0
prod,0.7167837655387287,1,3,0,0.08709137417200555,0.8888888888888888,0.0,1,1
prod,0.024668587149834345,1,1,0,0.525679755586593,0.0,0.0,1,1
dev,0.9493599597884791,1,1,0,0.7678525535848948,0.7777777777777777,0.0,0,0
prod,0.17072002848514078,0,2,1,0.7258945938082543,0.2222222222222222,0.0,1,1
dev,0.07641915762625216,0,3,1,0.7463410378209767,1.0,0.0,0,0
staging,0.569839613245679,1,1,1,0.8757186902743958,0.8888888888888888,0.0,2,0
staging,0.6632854399438597,1,1,0,0.9154652641992097,0.4444444444444444,0.0,2,0
dev,0.08391020042934873,1,2,1,0.22774230025463388,0.6666666666666666,0.0,0,0
dev,0.7148979090989326,1,3,0,0.2692468523289397,0.5555555555555556,0.0,0,0
dev,0.7093677490904577,1,1,1,0.5913240993039246,0.7777777777777777,0.0,0,0
staging,0.9099382192799771,0,1,1,0.9153976991258678,0.3333333333333333,0.0,2,0
staging,0.15332884961570203,0,1,0,0.9838045496320488,0.1111111111111111,0.0,2,0
prod,0.3934376344381322,0,3,0,0.10810608516132458,0.5555555555555556,0.0,1,1
staging,0.3440504688165103,1,2,1,0.4671379088412444,0.2222222222222222,0.0,2,0
dev,0.31046540750686996,1,1,0,0.6261659658274815,1.0,0.0,0,0
prod,0.40839593476132274,0,3,1,0.329591182320645,1.0,0.0,1,1
dev,0.13493827570492467,0,2,0,0.6200613259084408,0.7777777777777777,0.0,0,0
dev,0.62076301592769,1,3,1,0.006210858973195093,0.7777777777777777,0.0,0,0
staging,0.7563674386882402,1,1,0,0.588341550581657,1.0,0.0,2,0
dev,0.15402741877020776,0,2,0,0.008142685781218512,0.6666666666666666,0.0,0,0
dev,0.9636266169163826,1,2,1,0.5207086832007751,0.1111111111111111,0.0,0,0
dev,0.6999298370984299,1,1,1,0.08826185800792302,0.6666666666666666,0.0,0,0
prod,0.981931626832529,1,1,1,0.9459892985037527,0.0,0.0,1,1
dev,0.1480620452644012,1,1,1,0.0051510471513726225,0.1111111111111111,0.0,0,0
dev,0.9519126545490509,1,2,1,0.23062090034291327,0.5555555555555556,1.0,0,0
dev,0.7888637703589434,1,1,0,0.8658411499478887,0.6666666666666666,0.0,0,0
dev,0.8702165834136741,1,2,1,0.7242685305940703,0.8888888888888888,0.0,0,0
dev,0.04554644629885628,0,1,1,0.14616373564768148,1.0,0.0,0,0
dev,0.38766845094194846,0,3,1,0.08077409249832107,0.1111111111111111,0.0,0,0
staging,0.048382477667211474,1,2,1,0.7630629119504676,0.8888888888888888,0.0,2,0
dev,0.26876255681949107,0,1,1,0.3168048532729348,1.0,0.0,0,0
prod,0.12917942786328646,0,2,1,0.29740587237035027,0.0,0.0,1,1
prod,0.8044698373719432,1,1,0,0.5011792116109011,1.0,0.0,1,1
staging,0.6300240458673719,1,1,0,0.6702081965614664,0.4444444444444444,0.0,2,0
prod,0.7462190292649897,1,1,0,0.1264172842452915,0.5555555555555556,0.0,1,1
staging,0.22994434816989523,1,1,0,0.4770164099129821,0.7777777777777777,0.0,2,0
staging,0.5503880359296346,0,1,1,0.005542675314235432,0.2222222222222222,0.0,2,0
staging,0.2397017988893801,1,2,0,0.848215226974302,0.6666666666666666,0.0,2,0
prod,0.29700433425405803,0,3,0,0.8747451439728887,0.6666666666666666,0.0,1,1
prod,0.2687964233620736,1,2,1,0.6352197469341487,1.0,0.0,1,1
prod,0.4903387328386397,0,2,0,0.08698757790821003,0.4444444444444444,0.0,1,1
prod,0.4535236044382396,0,3,1,0.7727276611633604,0.0,0.0,1,1
prod,0.41596340101541873,0,1,1,0.9919509008967073,0.0,1.0,1,1
dev,0.7516266866828516,0,2,0,0.8290935702240446,0.7777777777777777,0.0,0,0
prod,0.2770796365176269,1,3,0,0.8762747081615865,0.5555555555555556,0.0,1,1
staging,0.9091000937874948,1,1,1,0.2417611190126826,1.0,0.0,2,0
dev,0.398534168080084,1,1,1,0.7417756926181541,0.3333333333333333,0.0,0,0
staging,0.4373342138480132,0,3,0,0.036831718705389115,0.1111111111111111,1.0,2,0
staging,0.010302882654839918,1,2,1,0.556610289440156,0.4444444444444444,0.0,2,0
prod,0.22841346772390458,0,1,1,0.11034199047387748,1.0,0.0,1,1
dev,0.2650266781893585,0,2,0,0.3730489119718656,0.1111111111111111,0.0,0,0
dev,0.8171627348125861,1,2,1,0.6964931908944927,0.1111111111111111,0.0,0,0
staging,0.6492912750540736,1,3,0,0.9864725698788164,0.4444444444444444,0.0,2,0
dev,0.37175351285186364,0,2,1,0.3951251212923599,0.3333333333333333,0.0,0,0
staging,0.7286356457711127,0,3,0,0.9338324825264912,0.7777777777777777,0.0,2,0
dev,0.7456733404061896,1,3,0,0.2878422738353039,1.0,0.0,0,0
staging,0.8752935267002622,1,2,1,0.856537643679605,0.7777777777777777,1.0,2,0
dev,0.5204505859496219,1,2,1,0.7742971887244147,0.7777777777777777,0.0,0,0
dev,0.04249499538626335,0,1,0,0.15961369279441412,0.3333333333333333,0.0,0,0
staging,0.2517118872445717,1,1,0,0.2741321096006468,1.0,0.0,2,0
dev,0.18274296276241542,1,1,1,0.3365953409705152,0.1111111111111111,0.0,0,0
prod,0.3570619030680505,1,1,1,0.6562105950800046,0.4444444444444444,1.0,1,1
dev,0.46143703605792286,0,2,1,0.5921710823052925,1.0,0.0,0,0
dev,0.5936458162410607,0,2,1,0.8909816594244944,0.0,0.0,0,0
dev,0.12448570881317249,0,2,1,0.3145603004002669,0.0,0.0,0,0
